Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Idle Min,Label
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2275331426199871,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1823203822539913,-0.2275026910014357,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,-0.3926536974106592,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2574223658212942,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.2195296637740368,-0.2274503085944645,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,0.338964967926374,0.0907247833913458,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2205356053019225,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1736145356341596,-0.2275026910014357,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,-0.3926536974106592,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2574030136623892,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.2195116063218717,-0.2274367182117472,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,0.338964967926374,0.0907247833913458,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2574527639052693,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.2195580281518805,-0.2274716561659221,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,0.338964967926374,0.0907247833913458,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2267877741213797,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1813930468888225,-0.2275026910014357,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,-0.3926536974106592,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2574532407325511,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.2195584730782515,-0.2274719910259902,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,0.338964967926374,0.0907247833913458,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.21433230164395,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1658968189964601,-0.2275026910014357,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,-0.3929303366841671,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
-0.4888290203073112,-0.4739540428305075,-0.6006537937441163,-0.355246786389022,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0437576504573608,-0.221470425462442,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1747775735094417,-0.2275026910014357,-0.4950838721329114,-0.6048272998450324,-0.6565900182649408,-0.5574369148393884,-0.4635050267635063,-0.724198061492951,-0.6006537937441163,-0.6746140911877085,-0.3929303366841671,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
-0.6008648866120502,-0.4739540428305075,-0.7683936972092368,-0.5463467749927037,-0.6363092378543146,-0.6459885649943029,-0.6746140911877085,-0.5384436395267425,-0.0727466116999776,-0.2338473562231332,-0.3398875512844736,-0.2359720435444512,-0.2955244929213073,-0.3011349756947132,-0.0808479465461832,-0.1901760852899629,-0.2275026910014357,-0.4950838721329114,-0.6624590905208866,-0.7253953221195624,-0.6472213111282902,-0.4661534061992528,-0.8121840234257836,-0.7683936972092368,-0.6746140911877085,-0.3927459105018285,-0.362235390767069,0.5812878789797308,-0.3119825110911838,0.0
