Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Seg Size Min,Idle Min,Label
0.6751999797530728,-0.004908392993338,0.5295314805931567,0.7129120016401106,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.012349635649824,-0.0157910129683679,0.1881963044049877,0.0935206823908526,0.2653331786585519,0.3233580583044984,-0.0850959347263825,-0.0194185273714512,-0.0121143804431913,0.0,0.1950378646768923,0.3068411723539878,0.2812458882586279,-0.0655732559165434,0.3081839893083025,0.5295314805931567,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.220224264221673,-0.004908392993338,0.1535911133913541,0.2534272196166248,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.012494200923001,-0.0157887443613472,0.1874827096786149,0.0929258795567951,0.2661099279852374,0.3237381257778651,-0.0834186227610036,-0.0194162664798596,-0.0121121086208004,0.0,0.1950378646768923,0.1608471848193954,0.1942769025274468,-0.1897162079856204,0.1610750645439686,0.1535911133913541,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.2344422553320292,-0.004908392993338,0.1653392498664104,0.2677861190548588,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0124877636363675,-0.0157851934195729,0.1863692635439781,0.0919977884541278,0.2657904016600562,0.3233750395672708,-0.0792613436897402,-0.0194127276141305,-0.0121085526456128,0.0,0.1950378646768923,0.1654094969294238,0.1966223464409095,-0.186456123487883,0.1656722184428541,0.1653392498664104,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.2770962286630979,-0.004908392993338,0.2005836592915794,0.3108628173695605,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0124727916420642,-0.0157827978569569,0.1856194676655159,0.0913728108625178,0.2671663697444291,0.3236896398038966,-0.084480647605424,-0.0194103401984891,-0.0121061536874625,0.0,0.1950378646768923,0.1790964332608773,0.2038093455705233,-0.176436108928445,0.1794636801395104,0.2005836592915794,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.0590870316376355,-0.004908392993338,0.020445566674049,0.0906930259833069,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0125432115985244,-0.0157835322323338,0.1858496354843564,0.0915646627160925,0.2677650948974894,0.3241604229704948,-0.0848922026876609,-0.0194110720763577,-0.0121068891037626,0.0,0.1950378646768923,0.1091409809002668,0.169490182698959,-0.2238710598737227,0.108973987023267,0.020445566674049,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.182309621260723,-0.004908392993338,0.1222627494578705,0.2151368211146677,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0125034036446352,-0.0157830984155933,0.1857139184080045,0.0914515384192585,0.2667170718133446,0.3236748929178047,-0.0805827382380752,-0.0194106397347547,-0.012106454671905,0.0,0.1950378646768923,0.1486810191912847,0.1881463814245076,-0.1982144057774728,0.1488159874802741,0.1222627494578705,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.5472380597598666,-0.004908392993338,0.4237982523176497,0.5836819066960053,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0123859751479691,-0.0157827616522777,0.1856079965185575,0.0913632493138271,0.2659118050932318,0.3232309222713734,-0.0783253217929629,-0.0194103041171497,-0.0121061174316797,0.0,0.1950378646768923,0.265780363359627,0.2543892939443332,-0.1046243395784009,0.2668096042183336,0.4237982523176497,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.144394978299773,-0.004908392993338,0.090934385524387,0.1768464226127105,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0125135772716989,-0.0157792306212302,0.18450572357901,0.090444471407939,0.2676441772431077,0.3235752397178508,-0.084789109366862,-0.0194067850944339,-0.0121025813954409,0.0,0.1950378646768923,0.1365148535631739,0.1821978979035105,-0.2064284423056482,0.1365569104165797,0.090934385524387,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.163352299780248,-0.004908392993338,0.1065985674911288,0.1959916218636891,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0125060705043015,-0.0157765279220639,0.1836628177414699,0.0897418838431976,0.2667703462302643,0.3227230484518774,-0.0837737219770888,-0.0194040915867708,-0.0120998748653968,0.0,0.1950378646768923,0.142597936376545,0.1851492532446411,-0.2023569441995196,0.1426864489484269,0.1065985674911288,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
0.3813614968057104,-0.004908392993338,0.2867366601086591,0.4161614132499427,0.2141464125580991,0.0,0.0543548846307812,0.1354514946151063,-0.0124370076641842,-0.0157786120426287,0.1843127997438007,0.0902836635436147,0.2679082175316992,0.3237327632738317,-0.0840330916810034,-0.0194061686193192,-0.0121019619398357,0.0,0.1950378646768923,0.2125533887385241,0.2223125506448357,-0.1504286932723424,0.2131761420646702,0.2867366601086591,0.0543548846307812,0.7384756147356236,0.7398447625676146,0.0049083929933668,-0.4709884863396614,1.0
